address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
"200 BLOCK HAZELWOOD AVE PITTSBURGH, PA 15207",2,0,2,0,0,0,2022,2,3,Hazelwood,5,15,42003562300,3,4,2-13,40.4118107764474,-79.9415377721328
"3000 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",2,0,2,0,0,0,2020,6,0,,,,,,3,,,
"KELLY ST & N HOMEWOOD AVE PITTSBURGH, PA 15208",2,0,2,0,0,0,2017,9,6,Homewood South,9,13,42003130300,2,5,3-17,40.4555343270798,-79.8970270334869
"4900 BLOCK BROWN WAY PITTSBURGH, PA 15224",2,0,0,1,0,1,2018,12,1,Garfield,9,10,42003101700,2,5,3-4,40.4679133635003,-79.944602723251
"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",2,1,1,0,0,0,2016,4,5,Central Northside,6,25,42003220600,1,1,1-10,40.4589236267468,-80.0055084339585
"600 BLOCK WOODBOURNE AVE PITTSBURGH, PA 15226",2,0,1,0,1,0,2016,12,1,Brookline,4,19,42003191800,5,6,4-26,40.3938177496,-80.0233727343996
"200 BLOCK MARSHALL AVE PITTSBURGH, PA 15214",2,0,1,0,1,0,2018,1,0,Perry North,1,26,42003260700,1,1,1-23,40.4750768454414,-80.0137086801786
"300 BLOCK PAUL ST PITTSBURGH, PA 15211",2,0,1,1,0,0,2015,5,5,Elliott,2,20,42003562600,5,6,1-17,40.4462244921008,-80.034747210175
"200 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",2,0,1,0,0,1,2019,3,2,Hazelwood,5,15,42003562300,3,4,2-13,40.4061959161859,-79.9417473406888
"DAVIS AVE & CAMPUS ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2021,1,2,Brighton Heights,1,27,42003270800,1,1,1-14,40.481420157657,-80.0294792867024
"7400 BLOCK PENFIELD PL PITTSBURGH, PA 15208",2,0,2,0,0,0,2016,12,2,Point Breeze North,9,14,42003140500,2,4,3-14,40.4487098666525,-79.8976796047495
"7200 BLOCK KELLY ST PITTSBURGH, PA 15208",2,0,1,0,1,0,2016,12,2,Homewood South,9,13,42003130300,2,5,3-17,40.4555186499155,-79.8969956274934
"400 BLOCK IVORY AVE PITTSBURGH, PA 15214",2,0,2,0,0,0,2015,7,5,Summer Hill,1,26,42003261200,1,1,1-15,40.4963487705899,-80.008715405146
"W ELIZABETH ST & 2ND AVE PITTSBURGH, PA 15207",2,0,2,0,0,0,2017,2,1,Hazelwood,5,15,42003562300,3,4,2-13,40.4070989967063,-79.9432750750524
"<100 BLOCK ELBON ST PITTSBURGH, PA 15220",2,0,0,0,0,2,2021,4,0,Elliott,2,20,42003562600,5,6,1-17,40.4415324204614,-80.0409714364026
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",2,0,1,1,0,0,2018,1,2,,,,,,5,,,
"1600 BLOCK AMANDA ST PITTSBURGH, PA 15210",2,0,2,0,0,0,2022,2,4,,,,,,3,,,
"7300 BLOCK STRANAHAN ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2018,7,2,,,,,,5,,,
"1100 BLOCK GOETTMANN ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2017,9,3,,,,,,1,,,
"700 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",2,0,0,1,1,0,2021,6,5,Allentown,3,18,42003180300,5,3,4-21,40.4215189803883,-79.9954887053187
"600 BLOCK COMMONWEALTH PL PITTSBURGH, PA 15219",2,1,1,0,0,0,2020,8,0,Central Business District,6,2,42003020100,6,2,1-3,40.4417408925392,-80.0064088164826
"BUENTE ST & RHINE ST PITTSBURGH, PA 15212",2,0,1,1,0,0,2017,10,3,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.4663606463832,-79.9938114415761
"1400 BLOCK ARCH ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2021,10,4,Central Northside,6,25,42003250300,1,1,1-21,40.4573644599042,-80.0093680914664
"2200 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",2,0,0,0,0,2,2016,5,1,Arlington,3,16,42003561600,3,3,4-8,40.4168449750197,-79.9758779175462
"500 BLOCK LARIMER AVE TURTLE CREEK, PA 15145",2,0,2,0,0,0,2017,10,3,,,,42003509400,,OSC,,40.4103806175427,-79.825647186974
"1300 BLOCK BREINING ST PITTSBURGH, PA 15226",2,0,0,1,0,1,2016,2,5,Brookline,4,19,42003191800,5,6,4-26,40.3912061535699,-80.0107020458207
"S 17TH ST & E CARSON ST PITTSBURGH, PA 15203",2,0,2,0,0,0,2019,1,1,South Side Flats,3,17,42003170200,3,3,4-24,40.4288428977868,-79.9820508989135
"400 BLOCK PENFORT ST PITTSBURGH, PA 15214",2,0,1,0,0,1,2018,8,5,,,,,,1,,,
"ARABELLA ST & REDLYN ST PITTSBURGH, PA 15210",2,0,2,0,0,0,2021,6,5,Knoxville,3,30,42003300100,5,3,4-7,40.4124234324844,-79.9914334982738
"600 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",2,0,2,0,0,0,2017,10,3,Glen Hazel,5,15,42003562300,3,4,2-13,40.4048738672012,-79.9349559482199
"3300 BLOCK FLEMING AVE PITTSBURGH, PA 15212",2,0,2,0,0,0,2016,5,5,Brighton Heights,1,27,42003270300,1,1,1-14,40.4754296815228,-80.0374128694732
"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",2,0,2,0,0,0,2015,6,0,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
"10TH ST BRG & 2ND AVE PITTSBURGH, PA 15203",2,0,2,0,0,0,2016,12,4,Bluff,6,1,42003010300,3,2,2-4,40.434488367145,-79.9898226914124
"1100 BLOCK GRANDVIEW AVE PITTSBURGH, PA 15219",2,0,2,0,0,0,2021,4,1,Mount Washington,2,19,42003190300,5,3,4-1,40.4374828678066,-80.0176409904603
"1200 BLOCK NOLAN CT PITTSBURGH, PA 15221",2,0,2,0,0,0,2021,10,3,Homewood North,9,13,42003130100,2,5,3-17,40.4594394730591,-79.8868738733753
"7400 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",2,0,2,0,0,0,2021,9,6,Homewood South,9,13,42003130300,2,5,3-17,40.4537297499137,-79.8935899828523
"400 BLOCK BAUSMAN ST PITTSBURGH, PA 15210",2,0,2,0,0,0,2017,3,2,Knoxville,3,30,42003300100,5,3,4-7,40.414215554063,-79.9956651914049
"2100 BLOCK ROSE ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2016,12,5,Middle Hill,6,5,42003050100,3,2,2-1,40.4435278926408,-79.9777884271742
"3400 BLOCK FLEMING AVE PITTSBURGH, PA 15212",2,0,2,0,0,0,2016,12,5,Brighton Heights,1,27,42003270300,1,1,1-14,40.4769999999468,-80.038226953709
"200 BLOCK ALRIES ST PITTSBURGH, PA 15210",2,1,1,0,0,0,2019,1,4,Carrick,4,29,42003290200,3,3,4-12,40.3995759692895,-79.9856229912804
"600 BLOCK WOOD ST PITTSBURGH, PA 15222",2,0,2,0,0,0,2019,1,4,Central Business District,6,2,42003020100,6,2,1-3,40.4421288537323,-79.9994765276478
"7000 BLOCK MT VERNON ST PITTSBURGH, PA 15208",2,0,1,1,0,0,2017,12,5,Homewood North,9,13,42003130100,2,5,3-18,40.4625297665184,-79.8995187532851
"3400 BLOCK MASSACHUSETTS AVE PITTSBURGH, PA 15212",2,0,1,0,1,0,2019,1,4,Brighton Heights,1,27,42003270300,1,1,1-14,40.4765158894707,-80.0389844103518
"WEST LIBERTY AVE & BROOKSIDE AVE PITTSBURGH, PA 15226",2,0,2,0,0,0,2018,1,3,Beechview,4,19,42003191600,5,6,4-28,40.4104380578647,-80.0155407612724
"900 BLOCK ARLINGTON AVE PITTSBURGH, PA 15203",2,0,0,0,2,0,2019,1,4,Allentown,3,18,42003170600,5,3,4-5,40.4252318859871,-79.9906704048294
"900 BLOCK CALCUTTA WAY PITTSBURGH, PA 15220",2,0,2,0,0,0,2015,6,4,,,,,,6,,,
"300 BLOCK MOUNT PLEASANT RD PITTSBURGH, PA 15214",2,0,2,0,0,0,2016,11,2,,,,,,1,,,
"<100 BLOCK GREENWAY DR PITTSBURGH, PA 15204",2,0,2,0,0,0,2021,9,6,Crafton Heights,2,28,42003281400,5,6,1-16,40.4468832161812,-80.0605035290256
"300 BLOCK NOBLES LN PITTSBURGH, PA 15210",2,0,2,0,0,0,2015,6,2,Carrick,4,29,42003290100,3,3,4-23,40.4023355159876,-79.9953069061871
"1100 BLOCK FRANKLIN AVE PITTSBURGH, PA 15221",2,0,1,0,1,0,2019,1,4,Manchester,6,21,42003210700,1,1,1-8,40.4569929743945,-80.0220084021443
"300 BLOCK ELMORE ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2018,8,4,,,,,,2,,,
"7500 BLOCK ALSACE WAY PITTSBURGH, PA 15208",2,1,1,0,0,0,2020,10,3,,,,,,5,,,
"2900 BLOCK STAFFORD ST PITTSBURGH, PA 15204",2,0,1,0,0,1,2020,8,4,Sheraden,2,20,42003562500,5,6,1-16,40.4567405354119,-80.0504727005128
"200 BLOCK E MEYERS ST PITTSBURGH, PA 15210",2,0,2,0,0,0,2016,12,6,Carrick,4,29,42003290200,3,3,4-12,40.4002798855465,-79.985800024621
"1000 BLOCK WOODLOW ST PITTSBURGH, PA 15205",2,0,1,1,0,0,2021,6,6,Crafton Heights,2,28,42003281400,5,6,1-17,40.4458030669122,-80.0523889725174
"EAST HILLS DR & PARK HILL DR PITTSBURGH, PA 15221",2,0,1,1,0,0,2019,12,3,East Hills,9,13,42003130600,2,5,3-19,40.4525021026852,-79.8736281625043
"3000 BLOCK LANDIS ST PITTSBURGH, PA 15204",2,0,2,0,0,0,2022,2,5,,,,,,6,,,
"1700 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",2,0,2,0,0,0,2017,2,2,Mount Oliver Borough,3,0,42003170600,0,3,4-6,40.4176189902752,-79.9864357729389
"2100 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",2,0,1,1,0,0,2021,10,4,Carrick,4,29,42003290100,3,3,4-12,40.3931998334253,-79.9865235535491
"700 BLOCK GRANT ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2020,8,1,Central Business District,6,2,42003020100,6,2,1-3,40.4422741604836,-79.9945318961147
"900 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",2,0,1,0,0,1,2016,8,3,,,,,,1,,,
"300 BLOCK S MAIN ST PITTSBURGH, PA 15220",2,0,2,0,0,0,2019,3,3,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.4673830136992,-79.9579476679689
"100 BLOCK KILMER ST PITTSBURGH, PA 15221",2,0,2,0,0,0,2021,1,3,East Hills,9,13,42003130600,2,5,3-17,40.457498292395,-79.8747283499683
"1500 BLOCK DAGMAR AVE PITTSBURGH, PA 15216",2,0,2,0,0,0,2021,4,2,Beechview,4,19,42003191600,5,6,4-28,40.4130260478016,-80.0229590309067
"S 17TH ST & E CARSON ST PITTSBURGH, PA 15203",2,0,2,0,0,0,2019,1,1,South Side Flats,3,17,42003170200,3,3,4-24,40.4288428977868,-79.9820508989135
"3900 BLOCK BOULEVARD DR PITTSBURGH, PA 15217",2,0,1,0,1,0,2019,8,2,Greenfield,5,15,42003151700,3,4,2-15,40.4281529191827,-79.9341493300776
"900 BLOCK GERRITT ST PITTSBURGH, PA 15208",2,0,2,0,0,0,2021,1,4,Homewood West,9,12,42003120700,2,5,3-17,40.458618928476,-79.9021402428927
"400 BLOCK N HIGHLAND AVE PITTSBURGH, PA 15206",2,0,2,0,0,0,2021,10,0,East Liberty,9,11,42003111500,2,5,3-8,40.4651657848127,-79.9221749446935
"500 BLOCK GARNER CT PITTSBURGH, PA 15219",2,0,2,0,0,0,2021,6,6,,,,,,2,,,
"200 BLOCK S ST CLAIR ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2017,2,3,East Liberty,9,8,42003111500,2,5,3-23,40.4611510880904,-79.9298713695432
"200 BLOCK CHALFONT ST PITTSBURGH, PA 15210",2,0,1,1,0,0,2017,11,2,Beltzhoover,3,18,42003562400,5,3,4-16,40.4164011450309,-80.0037327727705
"6700 BLOCK REYNOLDS ST PITTSBURGH, PA 15206",2,0,1,1,0,0,2015,7,4,Point Breeze,8,14,42003140400,3,4,2-17,40.4519896579784,-79.9149239760373
"2100 BLOCK PLAINVIEW AVE PITTSBURGH, PA 15226",2,0,1,1,0,0,2015,6,3,Brookline,4,19,42003191700,5,6,4-26,40.4015920789885,-80.0201069668794
"1300 BLOCK FERRIS CT PITTSBURGH, PA 15221",2,0,2,0,0,0,2020,10,5,Homewood North,9,13,42003130100,2,5,3-17,40.4595856873817,-79.8876404038453
"100 BLOCK ENTERPRISE ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2015,6,4,,,,,,5,,,
"2100 BLOCK FORBES AVE PITTSBURGH, PA 15219",2,0,2,0,0,0,2021,7,5,Bluff,6,4,42003010300,3,2,2-1,40.4372596477971,-79.9759219930542
"100 BLOCK ADDISON PL PITTSBURGH, PA",2,0,2,0,0,0,2017,6,3,,,,,,2,,,
"1900 BLOCK MANHATTAN ST PITTSBURGH, PA 15233",2,0,2,0,0,0,2016,6,5,Manchester,6,21,42003210700,1,1,1-8,40.4586288698008,-80.0278129497456
"3000 BLOCK VENSEL WAY PITTSBURGH, PA 15212",2,0,1,1,0,0,2015,1,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4719871300818,-80.0287559800503
"6100 BLOCK MEADOW ST PITTSBURGH, PA 15206",2,0,1,0,0,1,2020,4,2,,,,,,5,,,
"900 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",2,0,2,0,0,0,2017,10,2,,,,,,1,,,
"CHAUNCEY DR & BEDFORD AVE PITTSBURGH, PA 15219",2,0,1,0,1,0,2016,6,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498121771878,-79.9746234202074
"3100 BLOCK CORDELL PL PITTSBURGH, PA 15203",2,0,2,0,0,0,2015,8,5,Arlington Heights,3,16,42003561600,3,3,4-8,40.4177171713236,-79.963452973864
"1500 BLOCK VINE ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2019,10,3,,,,,,2,,,
"1500 BLOCK ROCKLAND AVE PITTSBURGH, PA 15216",2,0,1,1,0,0,2016,6,6,Beechview,4,19,42003191600,5,6,4-28,40.4120381923726,-80.0203678148169
"2300 BLOCK MANNHEIM ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2018,3,5,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.462758807055,-80.0298991696251
"KELLY ST & MULTI WAY PITTSBURGH, PA 15221",2,0,1,1,0,0,2017,6,4,,,,,,5,,,
"2000 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",2,0,2,0,0,0,2017,4,3,Carrick,4,29,42003290100,3,3,4-12,40.3949659476581,-79.986867730847
"6300 BLOCK JACKSON ST PITTSBURGH, PA 15206",2,0,1,0,0,1,2020,6,4,Highland Park,7,11,42003110600,2,5,3-9,40.4702096207484,-79.9159668152987
"5100 BLOCK GLOSTER ST PITTSBURGH, PA 15207",2,0,0,2,0,0,2015,1,3,Hazelwood,5,15,42003562900,3,4,2-13,40.4068131647254,-79.9442928153759
"FLEURY WAY & ZENITH WAY PITTSBURGH, PA 15208",2,0,0,0,2,0,2019,5,4,Homewood South,9,13,42003130300,2,5,3-17,40.4558881167627,-79.8963103978636
"1100 BLOCK STEUBEN ST PITTSBURGH, PA 15220",2,0,0,2,0,0,2017,4,3,Crafton Heights,2,20,42003281400,5,6,1-17,40.4419431084162,-80.0453424101545
"4400 BLOCK BUTLER ST PITTSBURGH, PA 15201",2,0,0,1,0,1,2018,3,6,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.4713895123213,-79.9594688629647
"2600 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",2,0,2,0,0,0,2020,11,0,Perry South,6,26,42003261500,1,1,1-23,40.4711339361923,-80.0085176085982
"100 BLOCK RHINE PL PITTSBURGH, PA 15212",2,0,2,0,0,0,2017,4,3,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4653596489546,-79.9920418451489
"JANE ST & S 28TH ST PITTSBURGH, PA 15203",2,0,2,0,0,0,2017,2,2,South Side Flats,3,16,42003160900,3,3,4-24,40.4249632662455,-79.9672047315055
"JOHNSTON AVE & DESDEMONA AVE PITTSBURGH, PA 15217",2,0,2,0,0,0,2015,8,6,Squirrel Hill South,5,15,42003141400,3,4,2-12,40.4118124875535,-79.9227772600246
"2500 BLOCK PENN AVE PITTSBURGH, PA 15222",2,0,2,0,0,0,2017,4,4,Strip District,7,2,42003020300,6,2,2-25,40.4539527961391,-79.9798226731204
"2000 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",2,0,2,0,0,0,2019,5,5,Perry South,6,25,42003261400,1,1,1-10,40.4635542417622,-80.0129531156989
"200 BLOCK ALRIES ST PITTSBURGH, PA 15210",2,1,1,0,0,0,2019,1,4,Carrick,4,29,42003290200,3,3,4-12,40.3995759692895,-79.9856229912804
"<100 BLOCK INDUSTRY ST PITTSBURGH, PA 15210",2,0,1,0,1,0,2015,1,4,Beltzhoover,3,18,42003562400,5,3,4-21,40.4206287122311,-79.9997109011818
"1500 BLOCK DAGMAR AVE PITTSBURGH, PA 15216",2,0,2,0,0,0,2020,9,1,Beechview,4,19,42003191600,5,6,4-28,40.4130260478016,-80.0229590309067
"7100 BLOCK HERMITAGE ST PITTSBURGH, PA 15208",2,0,0,1,1,0,2015,1,4,Homewood North,9,13,42003130200,2,5,3-18,40.4607187563883,-79.897505025281
"6800 BLOCK LYRIC ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2020,4,1,Homewood West,9,12,42003120700,2,5,3-15,40.4635188578133,-79.9033047506445
"600 BLOCK WOOD ST PITTSBURGH, PA 15222",2,0,2,0,0,0,2019,1,4,Central Business District,6,2,42003020100,6,2,1-3,40.4421288537323,-79.9994765276478
"400 BLOCK N AIKEN AVE PITTSBURGH, PA 15206",2,0,2,0,0,0,2017,4,5,Garfield,9,11,42003111400,2,5,3-4,40.4677883800745,-79.9343437740178
"100 BLOCK KIRK AVE PITTSBURGH, PA 15210",2,0,1,0,0,1,2015,3,4,,,,,,3,,,
"<100 BLOCK AZIMUTH CT PITTSBURGH, PA 15206",2,0,1,1,0,0,2018,3,3,Highland Park,7,11,42003110200,2,5,3-9,40.4767152302122,-79.9211342176114
"5200 BLOCK DRESDEN WAY PITTSBURGH, PA 15201",2,0,2,0,0,0,2015,1,1,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.4801469015144,-79.9540136073542
"700 BLOCK LORENZ AVE PITTSBURGH, PA 15220",2,0,0,0,2,0,2016,7,1,Elliott,2,20,42003562600,5,6,1-17,40.445118013911,-80.0392498746165
"500 BLOCK LOWELL ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2017,1,3,Larimer,9,12,42003120400,2,5,3-12,40.4622272316429,-79.9110388201036
"1100 BLOCK FREDONIA ST PITTSBURGH, PA 15220",2,2,0,0,0,0,2021,11,1,Crafton Heights,2,20,42003281400,5,6,1-17,40.4446699864518,-80.0421538067369
"500 BLOCK EDITH ST PITTSBURGH, PA 15211",2,0,2,0,0,0,2020,2,3,,,,,,3,,,
"3100 BLOCK CORDELL PL PITTSBURGH, PA 15203",2,0,1,0,1,0,2019,8,3,Arlington Heights,3,16,42003561600,3,3,4-8,40.4177171713236,-79.963452973864
"2900 BLOCK SHADELAND AVE PITTSBURGH, PA 15212",2,0,2,0,0,0,2015,8,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4707029348676,-80.0304048905528
"FRANKSTOWN AVE & BLACKADORE ST PITTSBURGH, PA 15221",2,0,2,0,0,0,2018,4,2,Homewood North,9,13,42003130100,2,5,3-17,40.4554591346572,-79.8833671836074
"KELLY ST & N DALLAS AVE PITTSBURGH, PA 15208",2,0,1,1,0,0,2015,1,5,Homewood West,9,12,42003120700,2,5,3-17,40.4572143287336,-79.9043920202324
"100 BLOCK W BURGESS ST PITTSBURGH, PA 15214",2,0,2,0,0,0,2020,9,2,Perry South,6,26,42003261400,1,1,1-12,40.4674145659892,-80.0107423984988
"7100 BLOCK RACE ST PITTSBURGH, PA 15208",2,0,2,0,0,0,2021,2,4,Homewood North,9,13,42003130200,2,5,3-17,40.4593342175381,-79.8979386679952
"<100 BLOCK WERDER ST PITTSBURGH, PA 15220",2,0,2,0,0,0,2021,7,5,Elliott,2,20,42003562600,5,6,1-17,40.4492197292268,-80.0412154823193
"3400 BLOCK MASSACHUSETTS AVE PITTSBURGH, PA 15212",2,0,1,0,1,0,2019,1,4,Brighton Heights,1,27,42003270300,1,1,1-14,40.4765158894707,-80.0389844103518
"200 BLOCK MAYTIDE ST PITTSBURGH, PA 15227",2,0,0,0,1,1,2019,4,2,Carrick,4,29,42003290400,3,3,4-23,40.3844136274469,-79.9831846261163
"900 BLOCK ARLINGTON AVE PITTSBURGH, PA 15203",2,0,0,0,2,0,2019,1,4,Allentown,3,18,42003170600,5,3,4-5,40.4252318859871,-79.9906704048294
"1700 BLOCK JOHNSON AVE MCKEESPORT, PA 15133",2,0,2,0,0,0,2017,6,2,,,,42003500300,,OSC,,40.3369636954046,-79.8662628113782
"ZENITH WAY & FLEURY WAY PITTSBURGH, PA 15208",2,0,2,0,0,0,2017,5,0,Homewood South,9,13,42003130300,2,5,3-17,40.4558881167627,-79.8963103978636
"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",2,0,2,0,0,0,2015,1,5,Central Northside,6,25,42003220600,1,1,1-10,40.4589236267468,-80.0055084339585
"100 BLOCK TECUMSEH ST PITTSBURGH, PA 15207",2,0,2,0,0,0,2017,6,5,,,,,,4,,,
"3500 BLOCK CALIFORNIA AVE PITTSBURGH, PA 15212",2,0,2,0,0,0,2020,9,2,Brighton Heights,1,27,42003270300,1,1,1-14,40.4782614682453,-80.0402734714646
"1300 BLOCK PAULSON AVE PITTSBURGH, PA 15206",2,0,1,0,1,0,2018,4,4,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4686267994031,-79.9011653372096
"1400 BLOCK HERMAN ST PITTSBURGH, PA 15212",2,0,1,1,0,0,2016,2,0,,,,,,1,,,
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",2,0,2,0,0,0,2021,5,4,East Hills,9,13,42003130600,2,5,3-19,40.4532044463424,-79.8740675554629
"2800 BLOCK STAYTON ST PITTSBURGH, PA 15212",2,0,1,0,1,0,2021,2,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4703705775023,-80.0274077425452
"7100 BLOCK RACE ST PITTSBURGH, PA 15208",2,0,2,0,0,0,2019,9,5,Homewood North,9,13,42003130200,2,5,3-17,40.4593342175381,-79.8979386679952
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",2,0,2,0,0,0,2015,1,5,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"400 BLOCK STANHOPE ST PITTSBURGH, PA 15204",2,1,1,0,0,0,2021,1,4,,,,,,6,,,
"5900 BLOCK NICHOLSON ST PITTSBURGH, PA 15217",2,0,1,1,0,0,2019,6,6,Squirrel Hill South,5,14,42003140800,3,4,2-21,40.4313325962639,-79.9203763723157
"1500 BLOCK KENBERMA AVE PITTSBURGH, PA 15216",2,0,2,0,0,0,2020,2,3,Beechview,4,19,42003191600,5,6,4-28,40.410998254949,-80.021905306571
"100 BLOCK RHINE PL PITTSBURGH, PA 15212",2,0,2,0,0,0,2017,5,2,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4653596489546,-79.9920418451489
"<100 BLOCK LELIA ST PITTSBURGH, PA 15211",2,0,1,1,0,0,2018,3,2,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.4682277586261,-79.9997897104722
"2600 BLOCK WYLIE AVE PITTSBURGH, PA 15219",2,0,2,0,0,0,2021,7,6,Middle Hill,6,5,42003050100,3,2,2-5,40.4487043530157,-79.9702738366933
"IDLEWILD ST & N LANG AVE PITTSBURGH, PA 15208",2,0,2,0,0,0,2021,8,0,Homewood North,9,13,42003130100,2,5,3-17,40.4586902914696,-79.8982274916388
"<100 BLOCK WATSON BLVD PITTSBURGH, PA 15214",2,0,2,0,0,0,2016,5,3,Perry North,1,26,42003260700,1,1,1-15,40.4783930533359,-80.0115609759925
"SHADELAND AVE & CASEMENT ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2015,9,3,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4706351812628,-80.0305825495495
"4900 BLOCK ROSETTA ST PITTSBURGH, PA 15224",2,0,2,0,0,0,2017,5,3,Garfield,9,10,42003101700,2,5,3-4,40.468296558225,-79.944519077898
"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",2,0,2,0,0,0,2020,11,2,East Hills,9,13,42003130600,2,5,3-19,40.4566162367709,-79.871328586779
"5200 BLOCK KEYSTONE ST PITTSBURGH, PA 15201",2,0,2,0,0,0,2017,11,4,Upper Lawrenceville,7,10,42003101100,2,2,3-5,40.4794121187611,-79.9526572408859
"300 BLOCK MATHEWS AVE PITTSBURGH, PA 15210",2,0,1,1,0,0,2017,4,4,Knoxville,3,30,42003300100,5,3,4-7,40.4130974806135,-79.9930634863787
"1200 BLOCK DICKSON ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,8,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.470214299751,-80.0280790451795
"S 20TH ST & E CARSON ST PITTSBURGH, PA 15203",2,0,2,0,0,0,2020,8,6,South Side Flats,3,17,42003170200,3,3,4-24,40.428595785892,-79.9776392558155
"2900 BLOCK MULLINS ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2019,8,4,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4704113247902,-80.0319630518536
"1100 BLOCK WOODLOW ST PITTSBURGH, PA 15205",2,0,0,1,1,0,2016,12,2,,,,,,6,,,
"7200 BLOCK EVERTON ST PITTSBURGH, PA 15206",2,0,0,1,0,1,2017,5,4,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4630246455571,-79.8927748218198
"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",2,0,0,1,0,1,2018,5,2,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
"BLOOMFIELD BRG & LIBERTY AVE PITTSBURGH, PA 15224",2,0,2,0,0,0,2018,5,2,Bloomfield,7,9,42003090300,2,5,3-6,40.4633842042198,-79.9539493957831
"1100 BLOCK FRANKLIN AVE PITTSBURGH, PA 15221",2,0,1,0,1,0,2019,1,4,Manchester,6,21,42003210700,1,1,1-8,40.4569929743945,-80.0220084021443
"<100 BLOCK AUBURN ST PITTSBURGH, PA 15206",2,0,1,1,0,0,2019,7,0,Larimer,9,12,42003120800,2,5,3-10,40.4654863647939,-79.9176158270998
"6000 BLOCK PENN AVE PITTSBURGH, PA 15206",2,0,1,0,1,0,2021,11,5,East Liberty,9,8,42003111500,2,5,3-8,40.4611889439979,-79.9247104221077
"AUBURN ST & LOWELL ST PITTSBURGH, PA 15206",2,0,2,0,0,0,2015,6,4,Larimer,9,12,42003120800,2,5,3-12,40.4607415502711,-79.9132743168686
"300 BLOCK S MAIN ST PITTSBURGH, PA 15220",2,0,2,0,0,0,2020,4,4,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.4673830136992,-79.9579476679689
"HAZELWOOD AVE & MONONGAHELA ST PITTSBURGH, PA 15207",2,0,2,0,0,0,2019,5,1,Hazelwood,5,15,42003562300,3,4,2-13,40.4116637689878,-79.9428163260867
